,Unnamed: 0,age,sex,death_rate,prob_symptomatic,prob_hospitalisation
12645,12645,0.9,0,0.00010874287187646971,0.40529054657143726,0.0002913642585362554
13272,13272,44.0,0,0.03042306677331973,0.5036346495430399,0.08460930843306197
4325,4325,71.1,0,0.1471100088417088,0.7460483441295922,0.4791313408760382
1648,1648,17.6,1,0.0015589239685463358,0.3151272431946906,0.007480058055381683
4676,4676,44.9,1,0.0184158924157938,0.5132484310841042,0.09043332545492068
11043,11043,5.9,0,0.0004775619744819007,0.35310940875619123,0.0012801430066134883
1755,1755,17.7,1,0.0015775261429186876,0.31523800443518346,0.007569506543742956
9730,9730,26.1,0,0.006891324099036026,0.34560269102456637,0.0186168515981518
18254,18254,21.0,1,0.0022928215602465367,0.32241232562816,0.011012432762170822
14772,14772,36.0,1,0.009320473638616645,0.4226153899193601,0.04519798933963858
6643,6643,23.7,0,0.005430940758293738,0.33300135756202265,0.014645624297438094
9885,9885,33.7,0,0.01367261303785078,0.40177064357171477,0.03724363291978788
11722,11722,15.2,1,0.0011598857694102343,0.31447840201154054,0.005562371794397056
12927,12927,33.0,1,0.007251539015989771,0.39572825489072005,0.03506550272454599
10667,10667,29.0,1,0.005085738656789406,0.36438310330783996,0.024519903245491168
4432,4432,24.6,0,0.005946717380032861,0.33739295153854015,0.016046568514418394
14426,14426,34.0,1,0.007894963376278095,0.40440553199024,0.03821048394344429
962,962,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
11610,11610,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
16676,16676,32.0,0,0.011824225213984718,0.38736539014208005,0.03213585232309457
7475,7475,13.8,0,0.001724177360332238,0.3159576230273523,0.00462875916463904
18638,18638,41.0,0,0.024417609035191676,0.4721034177377599,0.06740075433966781
6706,6706,46.2,1,0.02019853022873768,0.5272063322570795,0.09943348015756154
10632,10632,51.2,0,0.04959983747910459,0.5808452014263759,0.14133539073541249
9166,9166,24.8,0,0.006066390844414204,0.3384243235060276,0.016371874648590322
4253,4253,15.7,1,0.0012358584461379745,0.3142884563434531,0.0059273190064970185
8749,8749,3.1,1,0.00013702992048688774,0.37935150873839396,0.0006562325818588054
14528,14528,6.0,0,0.0004874443011873458,0.35230703301296,0.0013066489566590062
8675,8675,17.9,1,0.0016152350972506177,0.3154790276521289,0.007750843779344123
7428,7428,0.5,1,4.778981294845654e-05,0.410530316646695,0.0002288364468730615
7208,7208,38.8,1,0.011659681638790899,0.44973946394383235,0.056723645923343675
12893,12893,25.0,1,0.003471918888555875,0.3394754825,0.016702409316144202
14465,14465,13.0,1,0.0008656941375635949,0.31744713633632005,0.00414988365279858
10685,10685,43.7,0,0.029774683317032924,0.5004423315246067,0.08273892228004807
1424,1424,0.1,1,3.232904553118381e-05,0.4159347060174216,0.00015480096012370533
15764,15764,8.0,0,0.000711765164475695,0.33813700110272005,0.001908482803958994
10963,10963,16.0,1,0.0012831824458594003,0.31425803168576,0.006154685643103704
5417,5417,15.6,0,0.002178978141507626,0.314312463064329,0.005852943425332155
1011,1011,24.2,1,0.003204717946124223,0.33539027214960127,0.015411376141428495
15376,15376,0.0,1,2.3564863634245685e-05,0.41731169,0.00011283414456224223
10549,10549,12.8,0,0.001503781993952325,0.3178944828933172,0.004036006430729252
8402,8402,3.1,0,0.0002448786840517713,0.37935150873839396,0.0006562325818588054
12585,12585,27.7,0,0.008025769772030943,0.3555138505717555,0.021711504757258145
17937,17937,16.0,1,0.0012831824458594003,0.31425803168576,0.006154685643103704
5769,5769,19.8,1,0.0020087806585912626,0.3190333855416915,0.009644459723853813
18458,18458,42.0,0,0.026303956075603017,0.48250459374128,0.07277831920202976
5764,5764,25.6,0,0.006564194473564931,0.342745922974377,0.017726060797122967
12616,12616,21.6,0,0.004363085203650781,0.32441640452312576,0.01175070182883785
2406,2406,10.5,0,0.0010739524856756535,0.325263827187395,0.0028808889871719296
13465,13465,43.0,1,0.016040253833741008,0.49302233211992,0.07850831476320977
1559,1559,33.5,1,0.007567725935953496,0.400028965854785,0.036610294190150224
15130,15130,34.0,0,0.01402155335134089,0.40440553199024,0.03821048394344429
6080,6080,55.7,1,0.03779903684984256,0.6273669980919809,0.1907543395604398
7020,7020,40.9,0,0.024235061107857173,0.47107055742626924,0.06688168769449888
11812,11812,7.8,1,0.0003844615911105836,0.33939558328306113,0.001841793732062463
6265,6265,35.0,1,0.008583790428719418,0.41337523811,0.0415835371553767
2089,2089,17.8,1,0.0015962961299103942,0.3153552732487731,0.007659766538566783
18588,18588,4.0,0,0.0003110561676731234,0.37010891403584006,0.0008336433721767212
18460,18460,34.0,1,0.007894963376278095,0.40440553199024,0.03821048394344429
15437,15437,14.0,0,0.0017709144250552308,0.31565933359664,0.004754498960707156
15660,15660,19.0,0,0.003274876633631556,0.31726208778104004,0.008808305507411844
9630,9630,0.9,0,0.00010874287187646971,0.40529054657143726,0.0002913642585362554
6894,6894,22.1,0,0.004600997520224178,0.32624205292084313,0.012395025291491894
13010,13010,69.0,1,0.07947003495705961,0.7353795324550401,0.42642449985187
1154,1154,53.7,0,0.05806172524122838,0.6070330907806986,0.16726348706248248
5716,5716,39.8,1,0.012602035480683947,0.4598068213982355,0.061387778965201166
7629,7629,32.7,0,0.012559370915804632,0.3931853819277415,0.03416456255796574
13100,13100,20.0,0,0.0036651837892234863,0.31953710888,0.009862760801779634
7671,7671,27.8,0,0.008101300699694162,0.35617086087528516,0.021917849171611114
18376,18376,61.0,0,0.08883949358314315,0.6772127921513599,0.26656901330768246
1079,1079,4.5,1,0.00019650985117981696,0.36530834021865505,0.0009411562228040527
10940,10940,24.7,0,0.006006319565667026,0.3379061531523079,0.016208572193104738
1975,1975,1.2,0,0.00012592921548086492,0.4014679040694157,0.0003374201231709521
5399,5399,49.5,1,0.025349826298879663,0.5627106157023047,0.12569429657991793
70,70,60.8,0,0.08787008669846623,0.6754648360390706,0.2633153966768163
3334,3334,15.1,1,0.0011451170205233898,0.3145374746809236,0.005491436422972252
18484,18484,38.0,1,0.010947635369835517,0.44181909728432,0.05320742742633571
11024,11024,22.8,1,0.002776296044597029,0.32903003801942915,0.013343331000453245
10086,10086,22.3,0,0.004698937490200839,0.32701124830908457,0.01266037822141838
4868,4868,15.7,0,0.002206593550041669,0.3142884563434531,0.0059273190064970185
2107,2107,21.5,0,0.004316671924758567,0.324068137579865,0.011625046901352706
6974,6974,25.8,1,0.0037564458289254836,0.3438744714078387,0.018078189351782247
8727,8727,35.8,0,0.016268095603174347,0.4207467791021907,0.04445512717854354
7232,7232,38.9,0,0.020806539364978,0.45073815150773555,0.05717639916275127
18328,18328,1.0,0,0.0001144677937688727,0.40400616094256003,0.0003067056591384208
12881,12881,41.5,1,0.014345022510124483,0.47728806148446495,0.07004661585713785
9189,9189,23.5,1,0.002984468268985703,0.33208195785648503,0.014347902805762458
2128,2128,1.2,0,0.00012592921548086492,0.4014679040694157,0.0003374201231709521
1997,1997,38.8,1,0.011659681638790899,0.44973946394383235,0.056723645923343675
8482,8482,48.1,0,0.04044947682014583,0.5476666422534597,0.11392391764933839
16540,16540,41.0,1,0.01381331111798428,0.4721034177377599,0.06740075433966781
15185,15185,36.0,0,0.016534520056961488,0.4226153899193601,0.04519798933963858
359,359,1.3,1,7.368701223958649e-05,0.4002139888584873,0.00035285481888682146
11920,11920,1.6,0,0.00014917917116272526,0.39651283232830975,0.0003997282599461207
10698,10698,23.5,1,0.002984468268985703,0.33208195785648503,0.014347902805762458
3582,3582,26.4,0,0.0070937013665007456,0.3473728594012006,0.0191682903169662
15984,15984,3.0,0,0.00023796968442323305,0.38042675629112,0.0006377123400714653
4157,4157,25.7,0,0.006628617869740579,0.34330782273778515,0.017901432982861936
10036,10036,41.2,1,0.014024047645011273,0.4741732727485838,0.06844894042471984
6956,6956,41.0,1,0.01381331111798428,0.4721034177377599,0.06740075433966781
15701,15701,17.0,1,0.0014507703680097168,0.31460056585328,0.006960091349437974
3255,3255,16.3,1,0.0013318464482654725,0.3142895386355253,0.006388520742132865
3559,3559,24.1,1,0.0031724938578107193,0.3349022439855528,0.015255742647370407
6485,6485,18.7,1,0.0017729723074056587,0.31669990611087667,0.008509581935779583
14766,14766,39.0,0,0.020968191008094036,0.45173868617864,0.05763214465228788
9542,9542,28.5,0,0.008645981571664121,0.360888745121135,0.023406998381534285
14619,14619,5.0,1,0.00022039245516052028,0.36074300072,0.0010555727531998558
1025,1025,7.1,1,0.00033821302244148245,0.3440753186082611,0.001620134722094232
4597,4597,17.6,1,0.0015589239685463358,0.3151272431946906,0.007480058055381683
4053,4053,54.7,1,0.035523099702725054,0.6172813573983436,0.17868796865303613
8299,8299,16.8,0,0.0025278846907323235,0.3144780639019059,0.006793006099639043
6096,6096,9.8,1,0.0005387036901818635,0.3283438495926195,0.0025812424577272186
17282,17282,23.0,0,0.005054591288806353,0.32987541274952004,0.013624496630772732
3764,3764,27.7,1,0.0045067981415952765,0.3555138505717555,0.021711504757258145
103,103,10.9,0,0.0011415420528034033,0.3236822862215452,0.0030624487139848332
14741,14741,65.0,1,0.0645860514079171,0.7094085961400001,0.3389000993077637
17100,17100,26.0,0,0.006824889647302769,0.34502192753456007,0.018435889810796562
7884,7884,44.8,1,0.018284189330157276,0.5121778275953714,0.08977015343177219
10359,10359,33.0,0,0.012885421545228416,0.39572825489072005,0.03506550272454599
6621,6621,26.0,0,0.006824889647302769,0.34502192753456007,0.018435889810796562
5879,5879,23.7,1,0.003046140913313566,0.33300135756202265,0.014645624297438094
10557,10557,34.9,0,0.01511140070120243,0.41246573471703646,0.04123559344331025
17028,17028,2.0,1,9.691320071365571e-05,0.39171851081648,0.0004640894660794942
8260,8260,7.1,0,0.000604304661546468,0.3440753186082611,0.001620134722094232
11254,11254,65.7,1,0.06704003441810369,0.714442646467113,0.35306329011212745
15921,15921,22.0,0,0.004552627246730009,0.32586575469488,0.012263996905850571
6809,6809,49.8,0,0.045289798209908284,0.5659240600257073,0.128344192117701
5835,5835,2.8,0,0.00022440099832075176,0.3826064907480051,0.0006013410631585765
17490,17490,1.0,1,6.405047504719707e-05,0.40400616094256003,0.0003067056591384208
14628,14628,7.0,1,0.00033190806890166807,0.34477902758408,0.0015899186474852157
9199,9199,0.1,0,5.7778315016205614e-05,0.4159347060174216,0.00015480096012370533
4268,4268,49.8,1,0.025865523731118726,0.5659240600257073,0.128344192117701
5899,5899,60.8,0,0.08787008669846623,0.6754648360390706,0.2633153966768163
14072,14072,47.0,0,0.037537889436383094,0.53581924277288,0.1053346757607706
7786,7786,29.9,0,0.009822745690300679,0.3709245792184024,0.026631013939792916
5140,5140,6.8,1,0.0003195180637196762,0.34621304688747395,0.0015305418683372435
10362,10362,35.2,0,0.01548939014772412,0.4152023362832844,0.04228667871160713
16435,16435,7.0,1,0.00033190806890166807,0.34477902758408,0.0015899186474852157
7377,7377,10.1,1,0.0005649091587659325,0.3269748141196896,0.0027069042695549994
2230,2230,0.5,0,8.540866687580568e-05,0.410530316646695,0.0002288364468730615
13686,13686,46.0,1,0.01991561647125796,0.52505508820016,0.09800212653934962
1925,1925,48.0,0,0.040177766252122035,0.5465900430675201,0.11311968367209062
1932,1932,32.6,1,0.007006348388490684,0.3923441484426424,0.0338684970755479
2641,2641,46.6,1,0.02077402446812018,0.5315115523906456,0.1023485790162428
8928,8928,44.0,0,0.03042306677331973,0.5036346495430399,0.08460930843306197
5190,5190,19.7,1,0.0019864008353219567,0.3187905817656019,0.009536720839046742
2778,2778,0.6,1,5.1126111495029915e-05,0.40920499602725696,0.000244813065071933
3089,3089,21.9,0,0.00450465339622698,0.32549501875879605,0.012134057559742518
18149,18149,5.0,0,0.00039382502625433133,0.36074300072,0.0010555727531998558
16127,16127,32.0,1,0.006651147665300803,0.38736539014208005,0.03213585232309457
3282,3282,23.3,0,0.005213296600270293,0.3311834883106257,0.014054988991403944
14643,14643,27.0,1,0.004217638893640343,0.35103666823448,0.02031047352704074
14014,14014,17.0,0,0.002589867971909223,0.31460056585328,0.006960091349437974
8458,8458,19.1,1,0.0018561167359177067,0.31746195456179876,0.008909649183808542
11744,11744,17.8,0,0.0028493241358771883,0.3153552732487731,0.007659766538566783
158,158,7.0,1,0.00033190806890166807,0.34477902758408,0.0015899186474852157
5573,5573,20.7,1,0.0022190716177237424,0.3214880480687191,0.010657143208172303
18056,18056,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
17879,17879,15.0,1,0.0011304878190964078,0.31460362649,0.005421174111186122
4286,4286,29.2,1,0.005179856701434893,0.36580916466297725,0.024976882356647117
11605,11605,27.0,1,0.004217638893640343,0.35103666823448,0.02031047352704074
8794,8794,22.8,1,0.002776296044597029,0.32903003801942915,0.013343331000453245
4728,4728,32.4,1,0.006886288401870115,0.3906713996262694,0.03328266435875441
10360,10360,5.0,0,0.00039382502625433133,0.36074300072,0.0010555727531998558
12884,12884,23.0,1,0.002834572426665772,0.32987541274952004,0.013624496630772732
8684,8684,29.0,0,0.009052573191694028,0.36438310330783996,0.024519903245491168
6354,6354,43.0,0,0.028304220388655033,0.49302233211992,0.07850831476320977
17058,17058,51.0,0,0.04896571194715203,0.5787224849765599,0.13941502081518664
9547,9547,6.2,0,0.0005075693906404866,0.35072949841151174,0.0013606295576775425
7031,7031,27.6,0,0.007950799229692428,0.3548611495082586,0.021506728811025458
4274,4274,14.8,0,0.001967168377339584,0.31475725546055555,0.005282648983276904
17856,17856,31.0,1,0.006091503891671124,0.37933892107496003,0.029409360376090318
17621,17621,13.0,0,0.0015461325590784255,0.31744713633632005,0.00414988365279858
1100,1100,62.1,0,0.09430114064258494,0.6866065338959951,0.28506036247927696
1922,1922,18.3,0,0.0030211759414154192,0.3160384614965997,0.008123441115940927
4046,4046,21.2,1,0.0023430345840307013,0.3230574579225997,0.011254374222436796
13672,13672,0.0,0,4.211530677907602e-05,0.41731169,0.00011283414456224223
14452,14452,18.0,1,0.0016343442188530997,0.31560924566192,0.007842744037597852
6086,6086,16.5,1,0.001365047835167243,0.314344656606215,0.006548074250984255
4406,4406,19.6,0,0.003505010164898807,0.3185538458959961,0.009429914501687165
2530,2530,10.1,1,0.0005649091587659325,0.3269748141196896,0.0027069042695549994
10966,10966,54.0,0,0.05914536859149562,0.61012333847984,0.17062504899703676
3374,3374,32.7,0,0.012559370915804632,0.3931853819277415,0.03416456255796574
5695,5695,35.4,0,0.015745564073438502,0.4170400764175078,0.04299958377471364
4408,4408,23.9,1,0.0031088118926748064,0.3339415115605936,0.014948216385895111
16925,16925,25.0,1,0.003471918888555875,0.3394754825,0.016702409316144202
15950,15950,21.0,1,0.0022928215602465367,0.32241232562816,0.011012432762170822
7912,7912,60.8,0,0.08787008669846623,0.6754648360390706,0.2633153966768163
2035,2035,31.8,0,0.011620639203936804,0.3857324812075539,0.03157468095492827
11607,11607,64.0,0,0.10425321765644141,0.7018882681606398,0.31947138716057266
18420,18420,11.0,1,0.0006487601468183383,0.32330696203736004,0.0031090508542673894
122,122,29.2,0,0.009219410461277257,0.36580916466297725,0.024976882356647117
12642,12642,20.1,1,0.002077087326632946,0.3197979844755575,0.009973335915437894
10577,10577,6.1,0,0.0004974463966418135,0.35151373689251036,0.0013334767890928819
4416,4416,33.3,0,0.013218215564180947,0.3982994249652776,0.035985818782380774
13004,13004,10.0,1,0.0005560796340101495,0.32742295166,0.0026645634804100737
9552,9552,1.2,0,0.00012592921548086492,0.4014679040694157,0.0003374201231709521
5635,5635,12.4,1,0.0007959139427725594,0.3188803689495335,0.003815016757366554
12418,12418,1.0,0,0.0001144677937688727,0.40400616094256003,0.0003067056591384208
2789,2789,23.1,1,0.0028640679774590474,0.33030612479108995,0.01376682058649346
11165,11165,30.7,0,0.010550417743205582,0.3769998640206511,0.02862927725721004
626,626,57.1,0,0.07123442395967683,0.6411718272492013,0.2087782778415505
6112,6112,25.8,1,0.0037564458289254836,0.3438744714078387,0.018078189351782247
580,580,26.6,1,0.004059170841752337,0.34857598340782975,0.019543134100927798
7300,7300,25.9,1,0.0037932730172958134,0.34444584700120723,0.01825633868566343
7587,7587,25.9,1,0.0037932730172958134,0.34444584700120723,0.01825633868566343
219,219,32.4,1,0.006886288401870115,0.3906713996262694,0.03328266435875441
9338,9338,38.6,1,0.0114782508043967,0.4477477180703513,0.05582705201290766
16207,16207,22.0,1,0.002552499779150138,0.32586575469488,0.012263996905850571
12878,12878,59.3,1,0.0469258762649731,0.6619889875799169,0.23994058622600245
4068,4068,2.5,1,0.00011451478087294188,0.38594952056187504,0.0005483914550070221
13482,13482,24.0,1,0.0031405257066795824,0.33441931646144,0.015101358745693532
9812,9812,46.9,0,0.03728152451373264,0.5347421655331658,0.10458141997637153
4934,4934,27.6,1,0.004464548594033995,0.3548611495082586,0.021506728811025458
10252,10252,19.0,0,0.003274876633631556,0.31726208778104004,0.008808305507411844
5237,5237,23.0,0,0.005054591288806353,0.32987541274952004,0.013624496630772732
13757,13757,17.0,0,0.002589867971909223,0.31460056585328,0.006960091349437974
8153,8153,25.9,0,0.006758962464004151,0.34444584700120723,0.01825633868566343
2191,2191,25.4,1,0.003611962848776397,0.3416364581008199,0.017379434069623795
2710,2710,20.8,1,0.0022434474861677094,0.3217903218264627,0.01077456581215602
18365,18365,24.0,0,0.00559879650000799,0.33441931646144,0.015101358745693532
8009,8009,16.0,0,0.002291002596807397,0.31425803168576,0.006154685643103704
17798,17798,23.0,1,0.002834572426665772,0.32987541274952004,0.013624496630772732
10035,10035,20.9,1,0.0022680303437218412,0.3220984216740532,0.010892993396611088
4653,4653,32.2,1,0.006767894210302466,0.3890117549038669,0.032705148264179196
5596,5596,3.0,0,0.00023796968442323305,0.38042675629112,0.0006377123400714653
7917,7917,3.6,0,0.0002807289095220999,0.3741205883987034,0.0007523375370082097
1021,1021,50.9,1,0.027827908805816617,0.5776598964459774,0.13846303137139357
12556,12556,6.1,0,0.0004974463966418135,0.35151373689251036,0.0013334767890928819
5801,5801,33.7,0,0.01367261303785078,0.40177064357171477,0.03724363291978788
491,491,15.7,1,0.0012358584461379745,0.3142884563434531,0.0059273190064970185
7539,7539,16.9,0,0.002558735277896896,0.3145359731577221,0.006876165361256281
12636,12636,18.3,1,0.0016927043416168157,0.3160384614965997,0.008123441115940927
13107,13107,26.0,1,0.0038303862476868344,0.34502192753456007,0.018435889810796562
17224,17224,8.0,1,0.0003983749555789895,0.33813700110272005,0.001908482803958994
1090,1090,43.6,0,0.029560998910426895,0.4993797800216152,0.08212317337616365
7545,7545,30.8,0,0.010644322676099846,0.3777759292764148,0.02888740886255421
8537,8537,47.9,0,0.0399074734382565,0.5455132905054927,0.11232019557621968
5577,5577,2.7,1,0.0001218410473006021,0.3837110216188255,0.0005834814690434176
18647,18647,18.0,1,0.0016343442188530997,0.31560924566192,0.007842744037597852
11215,11215,0.3,1,4.074948140115876e-05,0.41321184598680216,0.00019512270511687257
987,987,2.7,0,0.00021773812689114574,0.3837110216188255,0.0005834814690434176
13471,13471,3.0,1,0.0001331633502461096,0.38042675629112,0.0006377123400714653
8753,8753,50.7,1,0.02746263872115687,0.575532368690115,0.13657532001261294
12109,12109,18.1,0,0.0029515179397709666,0.31574590529481594,0.007935473117026304
854,854,20.2,1,0.0021002496453685748,0.3200648400442765,0.010084869417922807
3203,3203,9.9,1,0.0005473447307091196,0.32787928948986644,0.0026226774332061263
17218,17218,12.0,1,0.0007516889919679972,0.31998901803968,0.003602819269094752
11374,11374,7.0,1,0.00033190806890166807,0.34477902758408,0.0015899186474852157
16792,16792,39.0,0,0.020968191008094036,0.45173868617864,0.05763214465228788
14566,14566,44.0,1,0.01725761827625842,0.5036346495430399,0.08460930843306197
14575,14575,25.0,0,0.006187952141840618,0.3394754825,0.016702409316144202
6574,6574,19.8,1,0.0020087806585912626,0.3190333855416915,0.009644459723853813
1324,1324,39.0,1,0.011843429082088306,0.45173868617864,0.05763214465228788
11384,11384,48.2,1,0.023208669598542217,0.5487430660799821,0.11473292010146736
7936,7936,1.0,0,0.0001144677937688727,0.40400616094256003,0.0003067056591384208
17563,17563,15.0,1,0.0011304878190964078,0.31460362649,0.005421174111186122
12278,12278,15.3,0,0.0020976689563267778,0.31442638649852017,0.0056339851815644165
16561,16561,13.0,1,0.0008656941375635949,0.31744713633632005,0.00414988365279858
6255,6255,23.9,0,0.005542398863580998,0.3339415115605936,0.014948216385895111
13976,13976,36.0,1,0.009320473638616645,0.4226153899193601,0.04519798933963858
5138,5138,11.7,0,0.0012855115871329454,0.32090191445653626,0.0034492798622769313
11020,11020,24.9,1,0.0034375887943035905,0.33894744061636845,0.01653648422670941
6699,6699,7.8,1,0.0003844615911105836,0.33939558328306113,0.001841793732062463
527,527,0.1,1,3.232904553118381e-05,0.4159347060174216,0.00015480096012370533
8739,8739,12.7,0,0.001482921996483456,0.3181295223145975,0.003979919879899249
11108,11108,2.0,0,0.0001731938495817274,0.39171851081648,0.0004640894660794942
7459,7459,16.8,1,0.0014160097232512085,0.3144780639019059,0.006793006099639043
6600,6600,19.9,1,0.0020313541455691175,0.31928223524093446,0.009753137563860176
4843,4843,20.8,1,0.0022434474861677094,0.3217903218264627,0.01077456581215602
10961,10961,23.3,0,0.005213296600270293,0.3311834883106257,0.014054988991403944
13055,13055,57.0,1,0.04092312996905938,0.6401990536500799,0.20744569074457256
3985,3985,6.5,1,0.0003014730596757033,0.34843090897191503,0.0014440681338505116
12274,12274,20.1,1,0.002077087326632946,0.3197979844755575,0.009973335915437894
9753,9753,26.4,1,0.0039817346282811404,0.3473728594012006,0.0191682903169662
7161,7161,5.6,0,0.00044862234040884047,0.355571233555881,0.0012025260061814978
9223,9223,0.8,0,0.00010300106826705725,0.40658513297295873,0.0002759778318714908
11196,11196,19.1,1,0.0018561167359177067,0.31746195456179876,0.008909649183808542
14048,14048,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
14997,14997,13.0,1,0.0008656941375635949,0.31744713633632005,0.00414988365279858
18414,18414,13.0,1,0.0008656941375635949,0.31744713633632005,0.00414988365279858
3412,3412,16.7,1,0.0013988663238250678,0.3144268600691623,0.006710608106974699
5162,5162,26.2,0,0.006958268843100559,0.3461881154878957,0.01879923296354635
1359,1359,42.7,1,0.015688888072673515,0.4898560795651134,0.0767512197907984
2715,2715,17.9,1,0.0016152350972506177,0.3154790276521289,0.007750843779344123
2532,2532,29.2,1,0.005179856701434893,0.36580916466297725,0.024976882356647117
12255,12255,18.1,0,0.0029515179397709666,0.31574590529481594,0.007935473117026304
2374,2374,19.8,0,0.0035844098242389494,0.3190333855416915,0.009644459723853813
5061,5061,20.8,0,0.004002391528152781,0.3217903218264627,0.01077456581215602
8,8,28.1,1,0.004679002123753603,0.35816752739276403,0.022546390504111724
12794,12794,43.4,1,0.016518594048876994,0.49725714067034626,0.08090312886755291
3531,3531,43.3,0,0.02892721033679452,0.49619709678872964,0.0802987947066623
13088,13088,21.0,1,0.0022928215602465367,0.32241232562816,0.011012432762170822
6284,6284,63.6,1,0.05986816682187974,0.6987761260506711,0.31195872715910156
14835,14835,39.0,1,0.011843429082088306,0.45173868617864,0.05763214465228788
15263,15263,37.0,1,0.010107549345768936,0.43210400408768,0.049067769987355084
223,223,18.3,1,0.0016927043416168157,0.3160384614965997,0.008123441115940927
6394,6394,44.5,1,0.017893620491883113,0.508969405605455,0.08780492623925039
11190,11190,25.1,1,0.003506519661177774,0.3400084271735916,0.016869658348590107
10432,10432,21.3,1,0.002368459165456748,0.32338864229627134,0.011376890102169863
9598,9598,31.4,1,0.0063106144500855105,0.38250773428686463,0.0304763340227072
1515,1515,23.1,0,0.005107067203160868,0.33030612479108995,0.01376682058649346
11750,11750,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
2491,2491,18.8,0,0.0032007946943105273,0.31688104157224833,0.008608277999996822
3970,3970,1.9,0,0.00016710338808925769,0.39290209780210006,0.00044776620256315234
14511,14511,35.0,0,0.015236566494984198,0.41337523811,0.0415835371553767
17431,17431,14.0,1,0.0009916515651030497,0.31565933359664,0.004754498960707156
298,298,37.0,0,0.01791958094175038,0.43210400408768,0.049067769987355084
2418,2418,19.6,0,0.003505010164898807,0.3185538458959961,0.009429914501687165
7521,7521,16.6,1,0.0013818793948652862,0.3143823836428218,0.006628965956264917
17254,17254,22.0,0,0.004552627246730009,0.32586575469488,0.012263996905850571
12404,12404,31.9,1,0.006593386625782914,0.386547242704744,0.031854257006639713
15745,15745,9.0,1,0.0004728647516425218,0.33235897023824,0.00226556758942177
17437,17437,10.0,0,0.0009934061896254983,0.32742295166,0.0026645634804100737
10112,10112,3.7,0,0.00028816959131970984,0.37310331393223867,0.000772285075239016
5979,5979,16.7,1,0.0013988663238250678,0.3144268600691623,0.006710608106974699
2414,2414,13.4,0,0.0016334005744579078,0.31664275683132226,0.004384577001829392
634,634,41.6,1,0.014453324712026998,0.4783289047883418,0.07058601765283162
16659,16659,15.0,0,0.00201862717198119,0.31460362649,0.005421174111186122
11166,11166,30.1,0,0.010000785761726201,0.3724208864450256,0.027119602446363533
5146,5146,19.9,1,0.0020313541455691175,0.31928223524093446,0.009753137563860176
12727,12727,16.3,1,0.0013318464482654725,0.3142895386355253,0.006388520742132865
14137,14137,5.0,0,0.00039382502625433133,0.36074300072,0.0010555727531998558
9525,9525,31.8,0,0.011620639203936804,0.3857324812075539,0.03157468095492827
2475,2475,0.3,0,7.282678650223305e-05,0.41321184598680216,0.00019512270511687257
10943,10943,5.0,0,0.00039382502625433133,0.36074300072,0.0010555727531998558
13553,13553,14.0,1,0.0009916515651030497,0.31565933359664,0.004754498960707156
16521,16521,0.0,1,2.3564863634245685e-05,0.41731169,0.00011283414456224223
12035,12035,30.9,1,0.006037695158754829,0.3785556222889612,0.02914743281241445
11393,11393,29.8,0,0.009734679221947902,0.37018215302356355,0.026389415018794687
1772,1772,41.6,0,0.025536007452962105,0.4783289047883418,0.07058601765283162
4634,4634,40.4,0,0.02333855269400109,0.4659278071412518,0.06433592119126187
1512,1512,7.7,1,0.00037762350833641154,0.34003788926581147,0.0018090185850862604
5424,5424,1.7,1,8.678762146380169e-05,0.3952992365746843,0.0004155952746447255
4032,4032,41.2,0,0.024785987966137037,0.4741732727485838,0.06844894042471984
15940,15940,22.0,0,0.004552627246730009,0.32586575469488,0.012263996905850571
3915,3915,29.6,0,0.009560435905319149,0.36870886538748415,0.025911554110046888
7138,7138,24.8,1,0.0034035277100084053,0.3384243235060276,0.016371874648590322
10860,10860,9.3,0,0.000887691609571467,0.33079075361625687,0.002380706644272283
9766,9766,33.9,0,0.013904456520529893,0.40352428224942155,0.03788593734695428
7933,7933,12.9,0,0.0015248516541321267,0.31766702822833487,0.004092659574836633
5056,5056,44.7,0,0.03197932253176223,0.5111077741971317,0.08911104299567335
11710,11710,1.1,1,6.725380128620037e-05,0.4027319541029964,0.0003220461826792846
1538,1538,71.2,1,0.08854603552995309,0.7465004481115596,0.48176421691347393
18650,18650,33.0,0,0.012885421545228416,0.39572825489072005,0.03506550272454599
8011,8011,36.9,0,0.017777034140788944,0.431144588389618,0.048668892437371575
13248,13248,36.0,0,0.016534520056961488,0.4226153899193601,0.04519798933963858
14714,14714,37.0,1,0.010107549345768936,0.43210400408768,0.049067769987355084
15738,15738,1.0,0,0.0001144677937688727,0.40400616094256003,0.0003067056591384208
6374,6374,4.7,0,0.0003679066647993688,0.3634541301842839,0.0009860726945915596
3226,3226,86.1,0,0.2601494495669653,0.7638400783018398,1.0
5785,5785,45.6,0,0.03407155755064057,0.520756211439273,0.09519096438434925
409,409,34.5,0,0.014618948659099087,0.40885520538075504,0.0398676825412641
911,911,2.6,0,0.00021115399106362432,0.3848253575623386,0.0005658332050268576
3082,3082,28.9,1,0.005039196466392386,0.3636760968237076,0.024293966470590084
